,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,return_daily,return_cummulative,band_baseline,band_upper,band_lower,Conversion,Baseline,Span A,Span B,Lagging Span
0,2017-02-06,66.88641762520427,67.27647976228026,66.26587037390864,66.3367919921875,895300,0.0,0,,,,,,,,,,70.01774597167969
1,2017-02-07,66.77120235586189,67.25878022646809,66.5052495603566,67.03715515136719,1128500,0.0,0,0.010557688096556772,1.0105576880965568,,,,,,,,69.72355651855469
2,2017-02-08,67.10803969693535,67.56902343228138,66.67365663988262,67.48923492431639,785000,0.0,0,0.006743719537746218,1.017372605721793,,,,,,,,70.35650634765625
3,2017-02-09,67.33856200704335,67.63997562618006,67.00169432773578,67.03715515136719,1724800,0.0,0,-0.006698546419383389,1.0105576880965566,,,,,,,,70.36544799804689
4,2017-02-10,67.30308573054974,68.10093717041754,67.2942255992716,67.87044525146484,726100,0.0,0,0.012430272409623022,1.0231191954452357,,,,,,,,69.85727691650389
5,2017-02-13,67.96793256021274,68.41118242445849,67.91474474080924,68.24275207519531,869000,0.0,0,0.005485551514374798,1.0287315684971963,,,,,,,,69.61656951904297
6,2017-02-14,68.23391393983815,68.48213288626924,67.87044565152189,68.43780517578125,931100,0.0,0,0.0028582244217087993,1.0316719141896578,,,,,,,,69.25106811523439
7,2017-02-15,68.4821338882376,69.0938211319346,68.35802441320621,69.04062652587889,885200,0.0,0,0.00880830921665754,1.0407591994199812,,,,,,,,69.06383514404297
8,2017-02-16,69.04061741291899,69.20018768310547,68.65056201293069,69.20018768310547,1091100,0.0,0,0.0023111197747716083,1.0431645185865361,,,,68.92537484801808,,,,68.66267395019531
9,2017-02-17,69.11153657029637,70.11327909750331,68.4377947020508,70.08668518066406,1755900,0.0,0,0.012810622734409582,1.0565281056840703,,,,69.381920555217,,,,69.10842895507811
10,2017-02-21,69.96258037066838,70.53880673978219,69.83847090820798,70.40583038330078,1388700,0.0,0,0.004553578212666887,1.0613390890471834,,,,70.18863882399509,,,,68.90338897705078
11,2017-02-22,70.36150421686227,70.4412859667535,69.90938734377153,70.39696502685547,1232000,0.0,0,-0.00012591793033400744,1.061205447425708,,,,70.22409704177686,,,,69.22431945800781
12,2017-02-23,70.44129180908203,70.81362019970416,70.2196668008367,70.44129180908203,1294100,0.0,0,0.0006296689382796483,1.0618736555330852,,,,70.51664350027043,,,,68.90338897705078
13,2017-02-24,70.1310207119854,71.12390322003772,69.92712272102996,71.03524780273438,1386600,0.0,0,0.008431929318703402,1.0708272991419334,,,,70.67178501043722,,,,68.38632202148439
14,2017-02-27,70.99090977789483,71.23026176203562,70.61858146325042,71.12388610839844,1080400,0.0,0,0.0012478073689587976,1.072163485336685,,,,70.92442161264302,,,,68.52002716064453
15,2017-02-28,71.02637611834233,71.33664973805747,70.93772071545999,71.24800109863281,1651000,0.0,0,0.0017450535540930456,1.0740344680373406,,,,71.13718522675873,,,,68.11886596679689
16,2017-03-01,71.91662059617202,72.35345634603927,71.66700405427113,72.08600616455078,1499300,0.45,0,0.011761804583933166,1.0866670515668044,,,,72.0102302001552,,,,68.00297546386719
17,2017-03-02,72.31780028674454,72.31780028674454,71.50653967446105,71.79181671142578,881400,0.0,0,-0.004081089642467561,1.0822322659178445,,,,72.0102302001552,,,,67.51265716552734
18,2017-03-03,71.78288398678521,72.08599459726955,70.6774365636637,71.11426544189453,1049800,0.0,0,-0.009437722857115194,1.0720184577250842,,,,72.0102302001552,,,,67.96730041503906
19,2017-03-06,70.30301207444039,71.00729109388345,70.30301207444039,70.67743682861328,1413100,0.0,0,-0.006142629900862451,1.0654334450923857,69.55497932434082,72.99776102725177,66.11219762142987,72.0102302001552,,,,67.53048706054689
20,2017-03-07,70.56157157741079,70.90033598523591,70.3119549820089,70.37435913085938,931200,0.0,0,-0.004288181792569068,1.0608646727919464,69.75685768127441,72.87609903726256,66.63761632528626,72.0102302001552,,,,66.67465972900389
21,2017-03-08,70.57046009131211,70.79333293374064,69.87509110964199,70.18711853027344,1183000,0.0,0,-0.0026606366707762064,1.0580420973407851,69.91435585021972,72.77289332449467,67.05581837594477,72.0102302001552,,,,66.38045501708984
22,2017-03-09,70.22278897232157,70.44566186798299,69.83053730100536,69.99991607666016,729100,0.0,0,-0.0026671910392294107,1.0552200969396304,70.03988990783691,72.67045492386657,67.40932489180724,72.0102302001552,,,,67.45915222167969
23,2017-03-10,70.2941052013946,70.8022550972489,69.93750723202268,70.7309341430664,668400,0.0,0,0.010443127754691472,1.0662398952212888,70.22457885742188,72.4730156912399,67.97614202360386,72.0102302001552,,,,67.12042236328125
24,2017-03-13,70.72201912389465,70.98055246336878,70.08906100375042,70.70418548583984,580500,0.0,0,-0.00037817480499346967,1.0658366701568371,70.36626586914062,72.34117686910088,68.39135486918036,72.0102302001552,,,,67.16496276855469
