,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,return_daily,return_cummulative,band_baseline,band_upper,band_lower,Conversion,Baseline,Span A,Span B,Lagging Span
0,2017-02-06,51.372324572136534,51.85068128595582,50.90181143902386,51.05864715576172,4297800,0.0,0,,,,,,,,,,54.46246719360352
1,2017-02-07,51.09787519649128,51.952640293297975,50.854771981085825,51.31744766235352,4968500,0.0,0,0.005068691025092997,1.005068691025093,,,,,,,,54.31984329223633
2,2017-02-08,51.18412633476904,52.65056515429037,50.9723974700619,52.603515625,4428100,0.0,0,0.02506102741329319,1.0302567450431155,,,,,,,,54.59718322753906
3,2017-02-09,52.75250600644199,53.23870639658948,52.69761289649794,53.0269775390625,2805900,0.0,0,0.008050068688968848,1.038550382607986,,,,,,,,54.303993225097656
4,2017-02-10,53.223025011043816,53.324967648292045,52.73682462275941,52.90934753417969,2653900,0.0,0,-0.0022183049146288214,1.036246561190157,,,,,,,,53.2104606628418
5,2017-02-13,52.89349465242498,53.432334989585456,52.81425467105907,53.12329483032226,3367500,0.7,0,0.004043657805539169,1.0404367876857767,,,,,,,,53.54327011108398
6,2017-02-14,53.27386460087201,53.638373417160714,53.02029298755708,53.58290481567383,2512300,0.0,0,0.008651759775435197,1.0494383968343595,,,,,,,,53.17084121704102
7,2017-02-15,53.62251599188817,53.85231618623284,53.24216163585963,53.6938362121582,2572700,0.0,0,0.0020702758998598636,1.0516110238557133,,,,,,,,52.124855041503906
8,2017-02-16,53.54327201301061,53.5749692145871,52.61615153798474,52.77463150024414,5266500,0.0,0,-0.017119371174785236,1.0336081044068313,,,,53.547238911046236,,,,52.48144912719727
9,2017-02-17,52.55275333128663,52.703313516472285,51.593935724079415,51.89505004882813,4808800,0.0,0,-0.01666674738244145,1.0163812192382384,,,,53.547238911046236,,,,52.52899169921875
10,2017-02-21,52.28333987161606,52.67162001020953,51.92675088890435,52.51313400268555,4499600,0.0,0,0.01191026799812045,1.0284865919476223,,,,53.547238911046236,,,,53.202537536621094
11,2017-02-22,52.40220303232164,52.73502066476482,52.09316283804304,52.3071174621582,4240400,0.0,0,-0.003923143122952943,1.0244516918473736,,,,53.547238911046236,,,,52.48144912719727
12,2017-02-23,52.75878874711398,53.40064048794096,52.727091543840345,53.11537170410156,4208200,0.0,0,0.015452089145002068,1.0402816107145474,,,,53.547238911046236,,,,52.52899169921875
13,2017-02-24,52.73501189324339,53.01235483612858,52.164474384666576,52.86972045898438,3670700,0.0,0,-0.0046248616405373255,1.0354704521977973,,,,53.547238911046236,,,,52.48144912719727
14,2017-02-27,52.82217454036118,53.44817455466272,52.568596955520995,53.28176879882813,3129100,0.0,0,0.007793654595987798,1.0435405512465783,,,,53.547238911046236,,,,52.14862823486328
15,2017-02-28,53.313472523837284,55.00131376723528,53.26592974367051,53.84438705444336,9074700,0.0,0,0.010559301395181908,1.0545596104452852,,,,54.13362175545289,,,,51.57809066772461
16,2017-03-01,54.28814135447188,55.342044594421886,54.034569786462576,54.26436996459961,4921900,0.0,0,0.00779993854757044,1.0627851106015083,,,,54.68830719044223,,,,51.5622444152832
17,2017-03-02,54.05833399101762,54.18511673535906,52.24371024261252,52.65576171875,7343000,0.0,0,-0.029643912698129826,1.0312800015659649,,,,54.68830719044223,,,,51.95844268798828
18,2017-03-03,53.004434905956096,53.25008067610735,52.29918875338606,52.36258316040039,4046600,0.0,0,-0.005567834341008382,1.0255380053580507,,,,54.68830719044223,,,,51.78411865234375
19,2017-03-06,52.212017278117415,52.80632617660467,51.84750854585329,52.64784622192383,3315300,0.0,0,0.005447841651539553,1.031124974018877,52.79238567352295,54.336950595136834,51.24782075190907,54.68830719044223,,,,52.00598526000977
20,2017-03-07,52.647851125589526,53.07575429783034,51.83958756281575,51.99807357788086,5504100,0.0,0,-0.012341865634997062,1.0183989681366463,52.83935699462891,54.21651916232025,51.46219482693756,54.68830719044223,,,,51.60979080200195
21,2017-03-08,52.29919718509923,53.47196972144589,52.16448858269352,52.98859786987305,7446400,0.0,0,0.01904924978631395,1.0377987044628056,52.92291450500488,54.108044425319434,51.73778458469033,54.68830719044223,,,,51.25320053100586
22,2017-03-09,52.90141689259779,52.90141689259779,51.96637066611453,52.679542541503906,4720300,0.0,0,-0.005832487380173834,1.0317457566158657,52.92671585083008,54.10816566767223,51.745266033987924,54.68830719044223,,,,51.65733337402344
23,2017-03-10,52.83010210573275,53.38479408603421,52.49729054492581,52.75086212158203,4471600,0.0,0,0.0013538382574589392,1.0331425734931432,52.912910079956056,54.09581880458478,51.73000135532733,54.68830719044223,,,,50.83322525024414
24,2017-03-13,52.7033260868096,53.788926704451704,52.7033260868096,53.614601135253906,4970700,0.0,0,0.016373931703354883,1.0500591794313483,52.94817276000977,54.17038154219571,51.725963977823824,54.68830719044223,,,,50.31022644042969
25,2017-03-14,53.345162618139064,53.64627692844685,52.956882525390704,53.44025421142578,2954600,0.0,0,-0.003251855280771321,1.046644538943592,52.96402072906494,54.203188587664954,51.72485287046493,53.570999630374885,54.68830719044223,54.12965341040856,,50.79360580444336
26,2017-03-15,53.670055371494826,54.67641572549899,53.194603441731694,54.46246719360352,4751200,0.0,0,0.01912814595030854,1.0666649084425985,53.007998847961424,54.38794752773799,51.628050168184856,53.93550958361534,54.68830719044223,54.31190838702879,,51.68902969360352
27,2017-03-16,54.62095766624386,54.83490623937118,54.25644888330097,54.31984329223633,3654200,0.0,0,-0.0026187557912166204,1.0638715735363269,53.039299201965335,54.50665985120796,51.57193855272271,54.54567756133608,54.79924673886143,54.67246215009875,,52.94896697998047
28,2017-03-17,54.47832022882425,54.66057763293673,54.09004007560423,54.59718322753906,9529900,0.0,0,0.005105683641439596,1.0693033652259238,53.13042678833008,54.74167410197641,51.519179474683746,54.54567756133608,54.79924673886143,54.67246215009875,,52.16447448730469
29,2017-03-20,54.47039901910921,54.77151944737906,54.02665023507839,54.303993225097656,3175100,0.0,0,-0.0053700573016652875,1.0635611448817972,53.25087394714355,54.834334413437155,51.66741348084995,54.54567756133608,54.79924673886143,54.67246215009875,,51.42754364013672
30,2017-03-21,54.35945550755446,54.43869548897893,52.877649113485134,53.2104606628418,4068000,0.0,0,-0.020137240326379202,1.0421439585055134,53.285740280151366,54.83258148224751,51.73889907805522,54.54567756133608,54.79924673886143,54.67246215009875,,51.760337829589844
31,2017-03-22,53.21838438630567,53.78099609165178,52.93311562787344,53.54327011108398,3123500,0.0,0,0.006254586863116307,1.048662138417858,53.347547912597655,54.82979007584067,51.86530574935464,54.54567756133608,54.79924673886143,54.67246215009875,,51.19773483276367
