,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,return_daily,return_cummulative,band_baseline,band_upper,band_lower,Conversion,Baseline,Span A,Span B,Lagging Span
0,2017-02-06,138.87852931102518,140.03521935980362,138.41211836007062,139.708740234375,940200,0.0,0,,,,,,,,,,151.6340789794922
1,2017-02-07,140.48506128072958,142.47729744963766,140.48506128072958,142.16864013671875,1116500,0.4,0,0.017607344381010304,1.0176073443810103,,,,,,,,151.5592498779297
2,2017-02-08,142.178007529751,144.80626907797824,142.178007529751,144.581787109375,2274900,0.0,0,0.016973834527330478,1.0348800430583298,,,,,,,,151.2880096435547
3,2017-02-09,144.5817971546996,146.31213094873488,143.4781119055337,145.65740966796875,2347500,0.0,0,0.007439543943249527,1.0425790786146543,,,,,,,,152.03623962402344
4,2017-02-10,145.08680478530673,145.8257154296064,144.07665767492531,145.3954620361328,1555600,0.0,0,-0.001798381781146996,1.0407041233942687,,,,,,,,153.96304321289062
5,2017-02-13,145.3113261875724,145.74157969802954,144.0486383883159,145.43292236328125,1969200,0.0,0,0.00025764440391640164,1.040972254987794,,,,,,,,153.5795440673828
6,2017-02-14,145.07748887963072,146.56464428625372,144.70336658035419,145.80703735351562,1160200,0.0,0,0.0025724229710508695,1.0436500759287513,,,,,,,,152.19529724121094
7,2017-02-15,145.46096543947183,146.19986193467938,145.03071197451862,146.10633850097656,941400,0.0,0,0.002052720862404378,1.04579239821266,,,,,,,,153.44862365722656
8,2017-02-16,146.53659806283258,148.42594865719218,146.05958995064842,148.25758361816406,2291800,0.0,0,0.014723831554872113,1.061190469325309,,,,147.24276930392028,,,,153.09317016601562
9,2017-02-17,147.92085669278023,151.31607296080026,147.09778477314742,150.88583374023438,2435200,0.0,0,0.01772759313843486,1.0800028222078928,,,,149.20692886697384,,,,151.9240264892578
10,2017-02-21,150.26850604132238,150.6706867678599,149.02452879976107,149.73536682128906,2186300,0.0,0,-0.007624751048040501,1.0717680695573764,,,,150.17030088028065,,,,153.1025390625
11,2017-02-22,149.0806803045003,150.18436551890582,148.36047978241348,149.83828735351562,1160800,0.0,0,0.0006873495180961253,1.0725047488234973,,,,150.17030088028065,,,,151.9333953857422
12,2017-02-23,150.3339991539867,151.97080936684478,143.36586710218975,143.66517639160156,3591900,0.0,0,-0.041198488523495724,1.0283191742376978,,,,150.49766908330292,,,,151.5873565673828
13,2017-02-24,144.09540111814263,150.19369169207917,143.80545419318423,148.57559204101562,4422500,0.0,0,0.03417958180783698,1.0634666935781225,,,,150.49766908330292,,,,151.20382690429688
14,2017-02-27,147.8460462674791,148.31370628967494,146.5646481018037,147.593505859375,1918700,0.0,0,-0.006610010218700779,1.0564371678663231,,,,150.49766908330292,,,,151.0635223388672
15,2017-02-28,147.64962628135268,149.15549215942218,147.13519739036283,148.53817749023438,1528600,0.0,0,0.006400495911787818,1.0631988896403122,,,,150.49766908330292,,,,150.96063232421875
16,2017-03-01,149.7353417148739,150.25911851363497,148.68778811735183,149.28639221191406,1523800,0.0,0,0.005037187976329349,1.0685544223036552,,,,150.49766908330292,,,,160.6599578857422
17,2017-03-02,149.27709157750073,149.27709157750073,147.82734258844005,148.18275451660156,961700,0.0,0,-0.007392754818174363,1.0606548614496882,,,,150.49766908330292,,,,159.35049438476562
18,2017-03-03,148.07989567546372,148.67850001141113,147.6870486461313,148.49142456054688,1364800,0.0,0,0.002083036213979428,1.0628642439366214,,,,150.49766908330292,,,,160.19224548339844
