,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,return_daily,return_cummulative,band_baseline,band_upper,band_lower,Conversion,Baseline,Span A,Span B,Lagging Span
0,2017-02-06,31.92246161314057,32.348791958103945,31.765850736950878,32.33139038085937,4792200,0.0,0,,,,,,,,,,34.99329376220703
1,2017-02-07,32.00076068577188,32.331383949629576,31.97465998460261,32.0877685546875,3835200,0.0,0,-0.007535148451768836,0.9924648515482312,,,,,,,,34.82648086547852
2,2017-02-08,32.01817109957933,32.61851394431025,31.922464076853426,32.601112365722656,2810400,0.0,0,0.015998114987655132,1.0083424183645058,,,,,,,,34.88794708251953
3,2017-02-09,32.731618124607394,33.01873918311833,32.59240881960526,32.65331268310547,2871800,0.0,0,0.0016011820945625033,1.0099569581899788,,,,,,,,34.369983673095696
4,2017-02-10,32.80992050564087,33.21884925300786,32.69681523769745,33.12314224243164,4263900,0.0,0,0.014388419450295453,1.0244886425311608,,,,,,,,33.957359313964844
5,2017-02-13,33.19275176727527,33.619078813358456,33.10574387694385,33.175350189208984,2568600,0.0,0,0.0015761773564606507,1.0261034183314695,,,,,,,,33.834457397460945
6,2017-02-14,33.09704860923942,33.54077728516395,33.09704860923942,33.14925003051758,3906100,0.0,0,-0.0007867334796030079,1.025296148418733,,,,,,,,34.13294219970703
7,2017-02-15,33.06224645763126,33.288460367765495,33.01004171574853,33.19275665283203,3206100,0.0,0,0.0013124466548835034,1.02664179491899,,,,,,,,34.317306518554695
8,2017-02-16,33.227559966431386,33.453777219211176,32.73162648327663,33.02744674682617,3794500,0.0,0,-0.004980300603979915,1.021528810167684,,,,33.36241134515115,,,,35.14253616333008
9,2017-02-17,32.86213216617453,33.271060999794244,32.8447305861256,33.244956970214844,4967200,0.0,0,0.006585741400357392,1.028256334744463,,,,33.36241134515115,,,,35.91508483886719
10,2017-02-21,33.45377443153237,33.897503130374865,33.375468976558736,33.636486053466804,2932900,0.0,0,0.011777097007607651,1.0403662093474357,,,,33.6364860534668,,,,36.33648300170898
11,2017-02-22,33.63648278953258,33.679985078293946,33.43636960602073,33.610382080078125,2537000,0.0,0,-0.0007760612492989649,1.039558821447281,,,,33.666936368197796,,,,36.599853515625
12,2017-02-23,33.645185753739646,33.74089279132817,32.9404399660647,33.01874542236328,3378100,0.0,0,-0.017602794764583263,1.0212596808676324,,,,33.666936368197796,,,,36.28380966186523
13,2017-02-24,32.96654225462009,33.314567259033325,32.653320414450675,33.07965087890625,2983700,0.0,0,0.001844572098784747,1.0231434679805747,,,,33.666936368197796,,,,35.660499572753906
14,2017-02-27,33.062243917129514,33.81049523155909,32.975239339689196,33.67998504638672,3340900,0.0,0,0.018148140972771953,1.0417116198728569,,,,33.666936368197796,,,,34.729915618896484
15,2017-02-28,33.5755782226377,33.73218911412854,32.99263694453032,33.140548706054695,3789000,0.0,0,-0.016016525529600756,1.0250270191186814,,,,33.666936368197796,,,,34.53678131103516
16,2017-03-01,33.31455717180733,33.4363648907664,32.88822683643918,33.401561737060554,3795300,0.0,0,0.007875941744988957,1.0331000722083,,,,33.666936368197796,,,,35.15131378173828
17,2017-03-02,33.471170190849755,33.732187222358824,33.36676072303682,33.43636703491211,2571200,0.0,0,0.0010420260623005273,1.0341765894085055,,,,33.666936368197796,,,,34.79137420654297
18,2017-03-03,33.54077011848223,33.57557327123928,32.82732208201939,33.12314224243164,2481900,0.0,0,-0.00936778783871528,1.0244886425311606,,,,33.666936368197796,,,,34.78259658813477
19,2017-03-06,33.088350010460985,33.1405547568267,32.731625874493034,33.07965087890625,2489800,0.0,0,-0.0013130204618593266,1.0231434679805747,33.089650344848636,33.8944635163556,32.28483717334167,33.62343241878991,,,,35.16887664794922
20,2017-03-07,33.03613454058112,33.079636817888336,32.65330653465112,32.905624389648445,3268200,0.0,0,-0.005260832101731006,1.017760881979546,33.11836204528809,33.84979041736664,32.38693367320953,33.58862797729795,,,,35.23910140991211
21,2017-03-08,33.079455016587374,34.062707510903806,32.96532644838151,33.97491836547852,3437800,0.33799999999999997,0,0.03249578136455167,1.0508338170817466,33.21271953582764,33.87042639020165,32.555012681453626,33.71473411697031,,,,34.87915802001953
22,2017-03-09,33.89590881793701,33.97492039311169,33.650096516923064,33.78178024291992,2633600,0.0,0,-0.005684726611583146,1.0448601141174305,33.2717529296875,33.9107594268178,32.632746432557205,33.85640201391344,,,,34.870384216308594
23,2017-03-10,33.91346792629304,34.501662613969515,33.895909426056825,34.475326538085945,4348000,0.0,0,0.020530187875796635,1.0663112885641877,33.362853622436525,34.13118102495198,32.59452621992107,34.19878602001317,,,,34.694793701171875
24,2017-03-13,34.46654039014608,34.66846143779098,34.01003284895348,34.15927505493164,4047200,0.0,0,-0.009167468879668239,1.0565359130102365,33.41466026306152,34.24898742458981,32.580333101533235,34.33924714337223,,,,34.598228454589844
25,2017-03-14,34.062710445360146,34.30852610182186,34.001257368480104,34.21195602416992,2011000,0.0,0,0.001542215669201541,1.058165319250355,33.46649055480957,34.36213966062853,32.570841448990606,34.33924714337223,34.33924714337223,34.33924714337223,,34.923057556152344
26,2017-03-15,34.2821895080841,35.247887015417426,34.2821895080841,34.99329376220703,5054400,0.0,0,0.022838148671917802,1.0823318561308621,33.55869274139404,34.66268140581828,32.4547040769698,34.76503826175076,34.76503826175076,34.76503826175076,,34.33485794067383
27,2017-03-16,34.93183184986337,35.107413474897186,34.62456316881896,34.82648086547852,2759800,0.0,0,-0.004766996152521852,1.0771723843369345,33.64037895202637,34.86091557765214,32.41984232640059,34.93622509211819,34.93622509211819,34.93622509211819,,34.50165557861328
