,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,return_daily,return_cummulative,band_baseline,band_upper,band_lower,Conversion,Baseline,Span A,Span B,Lagging Span
0,2017-02-06,87.66713416495456,88.067994374204,87.4154274385775,87.90019226074219,478100,0.0,0,,,,,,,,,,98.39502716064452
1,2017-02-07,87.62984546694771,88.04934720136326,86.00776308487384,86.51116943359375,756200,0.0,0,-0.015802272912306292,0.9841977270876937,,,,,,,,97.26351165771484
2,2017-02-08,86.61369853960625,87.99339823535874,85.95180740784357,87.95610809326172,661600,0.0,0,0.016702336462774525,1.0006361286714103,,,,,,,,99.32081604003906
3,2017-02-09,87.95609861983728,88.4222146772952,87.30353898434281,87.5459213256836,498300,0.0,0,-0.004663539309210818,0.9959696227511347,,,,,,,,99.18987274169922
4,2017-02-10,88.04934825752035,88.04934825752035,86.94931372950087,87.35017395019531,637800,0.0,0,-0.002235939407845944,0.9937426950226079,,,,,,,,97.48794555664062
5,2017-02-13,87.93749693930174,88.94430978642653,87.3035785295235,88.32903289794922,660400,0.0,0,0.011206147663907595,1.0048787224029607,,,,,,,,98.39502716064452
6,2017-02-14,87.97477617936426,87.97477617936426,84.22719786192431,85.0102767944336,1654700,0.0,0,-0.037572653006967105,0.9671227628520298,,,,,,,,98.3295440673828
7,2017-02-15,85.12212072392755,86.70691974657524,84.85177252984587,86.47386169433594,1510500,0.0,0,0.01721656433893859,0.9837732941223238,,,,,,,,97.67497253417969
8,2017-02-16,86.58573384575193,87.62051227230906,85.83062795537653,86.14759063720703,593700,0.0,0,-0.0037730598672949256,0.9800614585877544,,,,88.17986861250202,,,,97.8152313232422
9,2017-02-17,86.17555303077141,86.51115721585488,85.36450839809176,85.69078826904297,1016700,0.0,0,-0.005302555356281435,0.9748646284510349,,,,88.12394415797502,,,,98.07707214355469
10,2017-02-21,86.24079671274816,87.47134284520405,86.14757492181616,87.42472839355469,790200,0.0,0,0.020234848570509945,0.994590866584488,,,,88.12394415797502,,,,98.22669982910156
11,2017-02-22,87.07982650756212,87.30356027824939,86.11962122061053,86.1755599975586,652200,0.0,0,-0.014288501879843318,0.9803796531176205,,,,88.12394415797502,,,,98.32020568847656
12,2017-02-23,86.80947471964454,86.9213380442228,85.55095541919479,86.14759063720703,738600,0.0,0,-0.00032456255987611815,0.9800614585877542,,,,88.12394415797502,,,,98.78776550292969
13,2017-02-24,85.70012236301667,86.82812268123932,84.85178748936633,86.63235473632812,700000,0.0,0,0.00562713472931109,0.9855763964582326,,,,88.12394415797502,,,,98.21734619140624
14,2017-02-27,86.688280595174,87.07049925656227,85.9704648452557,86.19419860839844,930600,0.0,0,-0.005057649988428059,0.9805916960080906,,,,87.0611755505902,,,,98.65686798095705
15,2017-02-28,89.30785223735008,95.60973711532476,89.2519134660388,94.63089752197266,4246500,0.0,0,0.09788012476227359,1.076572133554212,,,,92.43082529068178,,,,98.38568115234376
16,2017-03-01,95.92669852794107,97.25979091020857,95.08768809288333,95.70296478271484,2591800,0.0,0,0.01132893472233265,1.0887685489791301,,,,96.17373950154595,,,,99.1524887084961
17,2017-03-02,95.84280860447984,97.67930752900158,95.22753893280071,96.07586669921876,2040100,0.0,0,0.0038964510383827644,1.0930108823223583,,,,96.45342323090114,,,,99.06832885742188
18,2017-03-03,96.3928065179799,98.07082013423393,96.09449251204363,97.66996002197266,1153200,0.0,0,0.01659202646325797,1.11114614780648,,,,97.08265632313878,,,,98.0583724975586
19,2017-03-06,95.01308969737715,95.71226374126707,91.94604537136286,95.19021606445312,2329000,0.0,0,-0.025389013745492184,1.0829352429865704,89.03797264099121,97.1741491471026,80.90179613487983,97.08265632313878,,,,98.75973510742188
20,2017-03-07,95.19024284912504,97.71659158509505,94.68683654239169,96.7563934326172,1396700,0.0,0,0.016453133871485504,1.100752921513578,89.48078269958496,98.26645030745698,80.69511509171295,97.08265632313878,,,,97.36638641357422
21,2017-03-08,96.56993043444429,96.84960294011631,95.31141838365477,95.77753448486328,1285100,0.0,0,-0.010116736610646937,1.0896168941332252,89.94410095214843,99.02999653994992,80.85820536434694,97.08265632313878,,,,96.89879608154295
22,2017-03-09,95.98262845768208,96.36484708157936,95.11565220912964,95.55380249023438,1457100,0.0,0,-0.0023359548335863956,1.0870715982826173,90.32398567199706,99.67991981908187,80.96805152491225,97.08265632313878,,,,97.84329986572266
23,2017-03-10,95.74025657666988,96.96148575429072,95.42330100128478,96.06654357910156,1422600,0.0,0,0.0053659935607437426,1.0929048174790692,90.75001678466796,100.3368158556884,81.16321771364753,97.08265632313878,,,,98.90935516357422
24,2017-03-13,95.92625083034171,97.76846985802786,95.52414207234669,97.72171020507812,1336600,0.32,0,0.017229376266813423,1.1117348858032292,91.2685935974121,101.18370724900251,81.3534799458217,97.08265632313878,,,,98.97478485107422
25,2017-03-14,97.26350284618401,97.6188519778084,96.3751193153402,97.20738983154295,752600,0.0,0,-0.005263112694771976,1.1058836998125374,91.7125114440918,101.85630540223468,81.56871748594892,97.22296972478706,97.22296972478706,97.22296972478706,,98.67556762695312
